lsoacode,hpmd202003,hpmd202103
W01000673,246954,286833
W01000674,236737,282250
W01000675,269132,309200
W01000676,254079,249850
W01000677,129316,196743
W01000678,197808,252091
W01000679,124158,132329
W01000680,168747,208199
W01000681,122141,168872
W01000682,245875,286731
W01000683,262840,249500
W01000684,246844,218265
W01000685,149997,185089
W01000686,189264,196303
W01000687,235238,353167
W01000688,195376,204529
W01000689,209867,267924
W01000690,149362,186458
W01000691,153471,187698
W01000692,153189,194600
W01000693,193000,232650
W01000694,259067,234458
W01000695,150883,145659
W01000696,166109,218719
W01000697,119651,113834
W01000698,144247,162014
W01000699,222318,239645
W01000700,221713,293969
W01000701,161692,209311
W01000702,132667,157618
W01000703,112917,99462
W01000704,154500,166698
W01000705,117579,119344
W01000706,112270,135730
W01000707,90000,
W01000708,128029,134500
W01000709,255646,237136
W01000710,181735,218066
W01000711,158635,156708
W01000712,141426,148620
W01000713,178702,157414
W01000714,124306,146026
W01000715,142770,190806
W01000716,164298,162232
W01000717,129638,133746
W01000718,91000,98324
W01000719,124618,149900
W01000720,191446,228025
W01000721,221300,171500
W01000722,294231,300667
W01000723,216791,199026
W01000724,194241,177360
W01000725,155379,180529
W01000726,200100,221338
W01000727,140462,137800
W01000728,232763,247333
W01000729,123246,103400
W01000730,164856,150242
W01000731,136399,136580
W01000732,90321,97786
W01000733,77929,91333
W01000734,87163,82327
W01000735,200472,197998
W01001923,176052,167676
W01001924,96977,82804
W01001925,172626,153801
W01000736,304583,432953
W01000737,301710,262212
W01000738,117782,128272
W01000739,112519,128644
W01000740,113523,132643
W01000741,122128,124149
W01000742,87889,
W01000744,92074,88635
W01000745,115497,133545
W01000746,107524,101659
W01000747,108708,120800
W01000749,116651,112750
W01000750,110409,144000
W01000751,166750,272077
W01000752,93300,86671
W01000753,123000,114364
W01000754,120051,166563
W01000755,127079,137747
W01000756,137619,145063
W01000757,147214,148786
W01000758,153241,162393
W01000759,144059,171925
W01000760,122525,116361
W01000761,127821,141961
W01000762,124983,
W01000763,112682,123625
W01000764,104909,114078
W01000765,98468,118287
W01000766,110411,145583
W01000767,101628,127154
W01000768,167653,187913
W01000769,196311,195648
W01000770,188548,176552
W01000771,233872,252615
W01000772,313847,320400
W01000773,128646,144100
W01000774,141616,143170
W01000775,363554,362185
W01000776,332364,525125
W01000777,175813,233828
W01000778,221160,153018
W01000779,199306,169495
W01000781,234750,235590
W01000782,166429,185053
W01000784,130309,174544
W01000785,197595,195021
W01000786,146563,161782
W01000787,108540,105733
W01000788,113827,118125
W01000789,86000,94458
W01000790,114924,88833
W01000791,140591,161250
W01000792,187022,199383
W01000793,196521,223586
W01000794,156687,136011
W01000795,161941,167310
W01000796,188435,180323
W01000797,144823,147589
W01000798,135635,159287
W01000799,130794,115625
W01000800,219881,192275
W01000801,130064,144786
W01000802,148727,165643
W01000803,159594,189750
W01000804,365377,358127
W01000805,320286,323397
W01000806,123763,135917
W01000807,153867,165950
W01000808,131952,170870
W01000809,107029,146679
W01000810,,
W01000811,95033,99464
W01000812,86050,100500
W01000813,129903,157500
W01000814,91300,86083
W01000815,175371,160177
W01000816,160705,188906
W01000817,127857,157192
W01000818,130393,177850
W01000819,167521,196781
W01000820,118000,115792
W01000821,130237,150583
W01000822,147765,128615
W01000823,369589,411271
W01000824,325183,436083
W01000825,266884,279827
W01000826,334982,396931
W01000827,371954,334590
W01000828,247338,247848
W01000829,187141,184287
W01000830,,
W01000831,88409,91167
W01000832,91000,83667
W01000833,90364,89500
W01000834,147000,164999
W01000835,103786,115429
W01000836,145597,166223
W01000837,261295,232536
W01000838,113500,176438
W01000839,307150,349038
W01000840,412667,449228
W01000841,153096,142727
W01000842,147710,143536
W01000843,150600,174416
W01000844,157103,178069
W01000845,198391,209580
W01000846,132632,147839
W01000847,144729,143471
W01000848,105100,143250
W01000849,125216,137000
W01000850,222427,189684
W01000851,113313,127333
W01000852,132353,125063
W01000853,257921,238394
W01000854,267811,216293
W01000855,288792,282563
W01000856,151939,184663
W01000857,183285,217477
W01000858,259713,259423
W01000859,287690,242634
W01000860,333389,347026
W01000861,415300,315465
W01000862,81417,65917
W01000863,83929,
W01000864,88000,89750
W01000865,116841,102889
W01000866,90807,92900
W01000867,89800,
W01000868,191796,229024
W01000869,198423,259586
W01000870,171765,215525
W01000871,132500,168722
W01000872,191476,231885
W01000873,197333,206964
W01000874,211056,192028
W01000875,197250,193422
W01000876,165861,171235
W01000877,167759,185117
W01000878,158249,197495
W01000879,265589,286237
W01000880,346581,374818
W01000881,221045,187771
W01000882,169498,221400
W01001938,167786,134588
W01001955,,
W01001956,230015,253791
W01001957,150667,129600
W01001958,193730,203831
W01000883,148467,161970
W01000884,72109,83944
W01000885,121365,105992
W01000886,74950,76700
W01000887,169617,199666
W01000888,155737,196621
W01000889,149407,171811
W01000890,170729,211800
W01000891,113127,140438
W01000892,170680,157840
W01000893,112611,111526
W01000894,113677,122929
W01000895,72032,83675
W01000896,,93500
W01000897,117900,77897
W01000898,154607,138238
W01000899,170793,186588
W01000900,80622,200063
W01000901,118594,122059
W01000902,282769,210973
W01000903,237185,232336
W01000904,177406,198156
W01000905,171060,176000
W01000906,198250,268596
W01000907,160760,170940
W01000908,159064,202791
W01000909,114286,145195
W01000910,134997,159648
W01000911,140958,140611
W01000912,115825,130925
W01000913,126848,149483
W01000914,116187,163493
W01000915,126121,131658
W01000916,137496,157125
W01000917,177759,207106
W01000918,140575,146188
W01000919,158893,180472
W01000920,83818,70995
W01000921,,
W01000922,116204,135091
W01000923,145692,149684
W01000924,107353,74300
W01000925,99990,125359
W01000926,123378,118650
W01000927,114084,152247
W01000928,127821,132467
W01000929,113850,139958
W01000930,63353,72233
W01000931,107515,109397
W01000932,111755,112333
W01000933,305112,301691
W01000934,74948,79205
W01000935,91100,101584
W01000936,111944,123354
W01000937,102219,124048
W01000938,167326,184372
W01000939,87234,112327
W01000940,112875,123555
W01000941,104256,145078
W01000942,134333,134278
W01000943,145748,212319
W01000944,123475,95167
W01000945,127500,120786
W01000946,147925,180022
W01000947,160382,193047
W01000948,153777,149361
W01000949,161947,144245
W01000950,86675,100103
W01000951,113900,111896
W01000952,106263,127328
W01000953,104516,136934
W01000954,103895,106180
W01000955,207376,182266
W01000956,211464,207154
W01000957,109164,113417
W01000958,102408,100600
W01000959,147790,137687
W01000960,116838,116537
W01000961,114678,123036
W01000962,93061,110667
W01000963,106576,123342
W01000964,115040,122550
W01000965,109972,134202
W01000966,88140,94687
W01000967,95076,89619
W01000968,116522,139448
W01000969,214320,191207
W01000970,122318,123621
W01000971,138412,131000
W01000973,95272,99792
W01001900,123971,81223
W01000974,162597,169249
W01000975,102886,113695
W01000976,84630,95444
W01000977,133860,219231
W01000978,84173,97530
W01000979,152198,161494
W01000980,151158,161859
W01000981,149129,
W01000982,211011,208370
W01000983,148323,191565
W01000984,149435,151416
W01000985,190329,251724
W01000986,149063,176639
W01000987,142843,157789
W01000989,215556,260698
W01000990,164885,158908
W01000991,75124,
W01000992,69104,78223
W01000993,75423,79944
W01000994,104914,93438
W01000995,101817,108188
W01000996,172518,159994
W01000997,139721,158938
W01000998,204091,232269
W01000999,152553,220132
W01001000,185157,177738
W01001001,168114,172457
W01001002,120948,139763
W01001003,269318,243593
W01001004,142272,208883
W01001005,192456,177903
W01001006,195644,193450
W01001007,173143,215588
W01001008,203217,205313
W01001009,143075,168000
W01001010,147829,151636
W01001011,143373,161207
W01001012,178567,221094
W01001013,182500,235208
W01001014,97054,106250
W01001015,110824,117000
W01001016,135857,166229
W01001017,129542,139313
W01001018,95200,93250
W01001019,134667,214462
W01001020,116900,154300
W01001021,126732,129085
W01001022,123250,164172
W01001023,152136,155144
W01001024,72480,69854
W01001025,86300,90566
W01001026,134264,158245
W01001027,189413,198772
W01001028,190446,229226
W01001029,280099,264992
W01001030,306034,264107
W01001031,297131,299731
W01001032,244472,237366
W01001033,117284,106703
W01001034,105907,88450
W01001035,133045,129423
W01001036,272997,294374
W01001037,193220,210656
W01001038,163790,165626
W01001039,209780,221447
W01001040,157750,226488
W01001041,227050,258997
W01001042,77472,84574
W01001043,98717,90514
W01001044,191588,194587
W01001045,190936,182000
W01001046,177973,169434
W01001047,310207,277056
W01001048,146081,167817
W01001049,124450,138929
W01001050,123124,135778
W01001051,168688,165268
W01001052,120130,116933
W01001053,290467,319038
W01001054,404620,400037
W01001055,131863,133695
W01001056,190941,154604
W01001057,166236,218731
W01001058,157473,199274
W01001918,230279,248126
W01001919,227389,229094
W01001920,244656,267315
W01001921,199755,234370
W01001059,271338,233394
W01001060,322174,343377
W01001061,182796,207087
W01001062,214227,227833
W01001063,147643,172082
W01001064,146836,184364
W01001065,163996,186532
W01001066,161718,169300
W01001067,146859,189136
W01001068,168979,171493
W01001069,122042,130933
W01001070,115628,120746
W01001071,125757,145855
W01001072,241216,246164
W01001073,137220,151293
W01001075,334261,382795
W01001076,185534,213974
W01001077,252594,297531
W01001078,268202,350041
W01001079,123745,120121
W01001080,143986,143674
W01001081,138553,174278
W01001082,410351,421065
W01001083,470212,468619
W01001084,396497,401961
W01001085,436417,401021
W01001086,407864,474750
W01001087,223729,271429
W01001088,329720,280239
W01001089,328183,305406
W01001090,287471,339276
W01001091,241688,256512
W01001092,206240,223576
W01001093,175875,196444
W01001094,136600,152300
W01001095,137444,156333
W01001096,166850,157872
W01001097,178235,209263
W01001098,235668,272500
W01001099,172300,184717
W01001100,285333,301136
W01001101,165271,172700
W01001102,156011,169587
W01001103,205868,218275
W01001104,220075,230132
W01001105,434293,473212
W01001106,241868,286126
W01001107,263395,299158
W01001108,237126,245438
W01001109,210603,248038
W01001110,254690,356976
W01001111,153083,167938
W01001112,201412,202632
W01001113,480279,499588
W01001114,567653,600827
W01001115,418838,444204
W01001116,418647,514498
W01001117,231481,259500
W01001118,242372,273264
W01001119,309452,421102
W01001120,193146,342286
W01001121,184840,235350
W01001122,143099,152318
W01001123,261939,318803
W01001124,276848,249125
W01001125,342853,340998
W01001126,272720,276625
W01001127,347865,425638
W01001128,351320,331168
W01001129,270893,333167
W01001130,489108,311839
W01001131,319944,373223
W01001132,245318,280467
W01001133,323146,355981
W01001134,290669,418872
W01001135,386382,379250
W01001136,344814,357636
W01001910,150460,135411
W01001911,146582,137603
W01001694,159432,190975
W01001695,,
W01001696,170270,177812
W01001697,151224,179635
W01001698,151727,166697
W01001699,159320,172842
W01001702,199498,215485
W01001703,127833,161700
W01001704,142079,152929
W01001705,158194,160607
W01001706,162263,153814
W01001707,185667,187804
W01001708,132461,141246
W01001709,234640,270527
W01001710,228012,248454
W01001711,195494,195917
W01001712,257162,265733
W01001713,238041,236845
W01001714,341458,379143
W01001715,289374,292603
W01001716,251581,277958
W01001717,241379,245587
W01001718,201775,193964
W01001719,245308,257375
W01001720,224500,206345
W01001721,214458,185071
W01001722,171364,
W01001724,211833,
W01001725,190083,
W01001726,237456,277705
W01001727,327938,264292
W01001728,291527,309558
W01001729,343675,333445
W01001730,518525,647270
W01001731,449300,499843
W01001732,384430,398150
W01001733,386773,389015
W01001734,427000,498457
W01001735,331789,353056
W01001736,336675,392363
W01001737,136653,153100
W01001738,138306,146200
W01001739,140107,139671
W01001740,133496,145200
W01001741,119500,135426
W01001742,121445,137400
W01001743,194497,244244
W01001744,133289,112500
W01001745,198810,222389
W01001746,130909,139958
W01001747,193829,221877
W01001748,190265,196656
W01001749,166113,194723
W01001750,202148,219858
W01001751,142016,142500
W01001752,224028,246321
W01001753,135613,135400
W01001754,159832,203845
W01001755,274596,265089
W01001756,196455,199444
W01001757,220936,215771
W01001758,238042,270159
W01001759,189895,198822
W01001760,199304,227550
W01001761,183441,210200
W01001762,191760,206017
W01001764,156543,208182
W01001765,191629,251947
W01001766,171056,169425
W01001767,166255,193325
W01001768,191692,204583
W01001769,389048,402111
W01001770,324850,369313
W01001771,302126,324167
W01001772,332536,341841
W01001773,261023,251271
W01001774,373282,366311
W01001775,254883,254186
W01001776,348025,332622
W01001777,409516,523020
W01001778,490667,440050
W01001779,283180,313096
W01001780,272453,309186
W01001781,298857,481121
W01001782,344830,395367
W01001783,279188,229906
W01001784,213502,213714
W01001785,195115,
W01001786,235481,267456
W01001787,197500,216428
W01001788,199667,224900
W01001789,222069,222177
W01001790,193178,207833
W01001791,305377,343454
W01001792,214739,223200
W01001793,320945,263930
W01001794,223875,250802
W01001795,248078,338068
W01001796,233442,288029
W01001797,294400,290870
W01001798,244325,259556
W01001799,328748,289679
W01001800,203528,189715
W01001802,173805,214063
W01001803,158243,161000
W01001804,156533,162079
W01001805,172018,189444
W01001806,166757,205121
W01001807,140800,
W01001808,134636,140750
W01001809,190821,176493
W01001810,139231,150867
W01001811,,151714
W01001812,147444,159444
W01001813,144654,150800
W01001814,101457,134571
W01001815,199873,203404
W01001816,163996,175765
W01001817,177136,194273
W01001818,169273,162611
W01001819,450523,413972
W01001820,277109,332859
W01001821,304303,289100
W01001822,313500,356706
W01001823,389244,419688
W01001824,293421,326773
W01001825,246819,317276
W01001826,308831,308551
W01001827,419641,423392
W01001828,275220,346276
W01001829,216897,196234
W01001830,200711,183550
W01001831,190845,214759
W01001832,,
W01001833,296236,326453
W01001834,191203,198804
W01001835,188728,232938
W01001836,278192,300293
W01001837,215050,233091
W01001838,231750,254794
W01001839,205843,230250
W01001840,250344,286923
W01001841,310289,271161
W01001842,240175,238684
W01001843,255226,265007
W01001844,200082,237276
W01001846,231032,301909
W01001847,294935,356089
W01001848,311240,347672
W01001849,296930,320380
W01001850,445612,485461
W01001851,304990,364406
W01001852,376293,360712
W01001853,250364,287720
W01001854,222175,244375
W01001855,170053,174875
W01001856,145489,165100
W01001857,161665,146731
W01001858,294620,406693
W01001859,298748,349630
W01001860,304929,361652
