lsoacode,hpmd202003,hpmd202103
E01030439,687020,884048
E01030440,826817,1163609
E01030441,944028,1008090
E01030442,1351792,1416714
E01030443,845717,853651
E01030444,714188,823782
E01030445,817391,1043195
E01030446,1164167,883021
E01030447,544643,523893
E01030448,1073643,947216
E01030449,452394,485288
E01030450,422981,434330
E01030451,429482,476639
E01030452,430192,511672
E01030453,531465,474600
E01030454,755135,752075
E01030455,357330,638625
E01030456,1299729,1609000
E01030457,417586,434279
E01030458,1001250,887639
E01030459,443176,560107
E01030460,588643,727725
E01030461,766113,821000
E01030462,526891,572285
E01030463,486095,463167
E01030464,406663,350300
E01030465,515917,541283
E01030466,601667,542434
E01030467,619011,632968
E01030468,590333,443666
E01030469,596045,792934
E01030470,503091,445962
E01030471,902818,982486
E01030472,1290188,742909
E01030473,658385,814776
E01030474,,
E01030475,697100,647168
E01030476,702036,632333
E01030477,542478,584765
E01030478,789591,915273
E01030479,373817,476918
E01030480,632469,775523
E01030481,352525,404571
E01030482,362500,405489
E01030483,336583,372579
E01030484,340193,402418
E01030485,330280,365970
E01030486,425316,454146
E01030487,379342,343200
E01030488,365165,399354
E01030489,380390,422396
E01030490,927833,792792
E01030491,657043,708433
E01030492,813897,1059044
E01030493,395818,400227
E01030494,354511,355527
E01030495,389267,440809
E01030496,251438,318571
E01030497,291800,371658
E01030498,456850,475113
E01030499,491219,523807
E01030500,415324,443969
E01030501,458512,487647
E01030502,546889,477719
E01030503,394042,369357
E01030504,440275,597750
E01030505,535583,556098
E01030506,621000,684967
E01030507,600635,655963
E01030508,1078974,1610500
E01030509,567333,548269
E01030510,577106,639534
E01030511,733208,694591
E01030512,657190,617825
E01030513,628363,640244
E01030514,570469,603870
E01030515,480729,462305
E01030516,637056,616333
E01030517,704649,735614
E01030518,734844,780823
E01030519,565214,569471
E01030520,463357,516725
E01030521,637735,651500
E01030522,777498,803672
E01030523,537250,589677
E01030524,756219,642690
E01030525,630162,698323
E01030526,509294,632333
E01030527,790786,845126
E01030528,476250,709114
E01030529,409299,584487
E01030530,706182,950000
E01030531,391325,486258
E01030532,408341,426067
E01030533,568917,814474
E01030534,363367,552938
E01030535,487610,649270
E01030536,661780,603264
E01030537,644521,788971
E01030538,487952,415125
E01030539,467619,487292
E01030540,911735,1051569
E01030541,680389,809010
E01030542,489795,532027
E01030543,551385,596757
E01030544,567318,663906
E01030545,365689,402703
E01030546,401383,419856
E01030547,331808,306556
E01030548,390538,471954
E01030549,338424,404894
E01030550,297961,392064
E01030551,338559,329529
E01030552,313180,412592
E01030553,549194,722248
E01030554,979100,1277284
E01030555,782889,1141500
E01030556,636014,755818
E01030557,704077,848298
E01030558,483074,685180
E01030559,680934,791771
E01030560,395459,440069
E01030561,581385,682156
E01030562,378389,452350
E01030563,617667,631364
E01030564,569060,631918
E01030565,668866,727188
E01030566,465088,497556
E01030567,838077,990732
E01030568,732573,677779
E01030569,386469,440427
E01030570,391182,355143
E01030571,365588,414129
E01030572,330155,350476
E01030573,403475,450225
E01030574,334540,435786
E01030575,283336,309654
E01030576,371723,255417
E01030577,412750,416446
E01030578,352151,368429
E01030579,405842,396797
E01030580,359787,360000
E01030581,443724,457137
E01030582,348020,404460
E01030583,457656,484804
E01030584,443084,439598
E01030585,345975,414267
E01030586,339756,378500
E01030587,383419,369842
E01030588,331692,309643
E01030589,1357172,1457002
E01030590,559092,557338
E01030591,1042500,1236204
E01030592,405970,643958
E01030593,440120,483118
E01030594,497484,585618
E01030595,460290,546957
E01030596,950884,1084119
E01030597,465057,579456
E01030598,509490,634543
E01030599,310703,248778
E01030600,379105,358907
E01030601,333528,367000
E01030602,381865,464505
E01030603,597920,667039
E01030604,552281,595958
E01030605,509810,561789
E01030606,785430,724600
E01030607,757681,694883
E01030608,416821,445813
E01030609,413377,399929
E01030610,422721,449356
E01030611,344388,384542
E01030612,267044,330682
E01030613,335931,393319
E01030614,469838,495040
E01030615,247272,284841
E01030616,634915,490844
E01030617,395935,382542
E01030618,333622,304720
E01030619,457404,573750
E01030620,475643,603828
E01030621,578031,771250
E01030622,425195,466743
E01030623,615121,766178
E01030624,610706,791750
E01030625,761125,897458
E01030626,1184799,821091
E01030627,428159,439419
E01030628,515754,633654
E01030629,351155,449850
E01030630,466107,548036
E01030631,376575,462783
E01030632,506786,575827
E01030633,393410,434275
E01030634,334583,406941
E01030635,706963,787933
E01030636,546421,688059
E01030637,713575,887300
E01030638,599402,672357
E01030639,576334,606234
E01030640,340000,337000
E01030641,583167,622676
E01030642,488654,570853
E01030643,459552,454279
E01030644,637855,686148
E01030645,317352,327702
E01030646,325264,395273
E01030647,607443,594653
E01030648,413349,465452
E01030649,296005,348481
E01030650,338767,412045
E01030651,352213,475830
E01030652,365153,393983
E01030653,372332,376640
E01030654,394124,451496
E01030655,412874,488757
E01030656,416669,494944
E01030657,261679,317300
E01030658,422143,530333
E01030659,327681,377633
E01030660,386959,416504
E01030661,473258,544063
E01030662,396944,510394
E01030663,347000,401800
E01030664,367028,369174
E01030665,345722,372125
E01030666,411329,438135
E01030667,355467,308568
E01030668,348016,395800
E01030669,451440,446765
E01030670,509642,497607
E01030671,534318,446536
E01030672,826121,1004554
E01030673,928898,548679
E01030674,385625,400100
E01030675,444167,460625
E01030676,328536,
E01030677,697200,735222
E01030678,377000,448250
E01030679,753528,735550
E01030680,521029,553648
E01030681,505914,477373
E01030682,412029,461750
E01030683,431274,447852
E01030684,341500,358536
E01030685,514833,487553
E01030686,582211,506357
E01030687,515040,472125
E01030688,396265,444023
E01030689,1133040,1384578
E01030690,607108,685723
E01030691,1398500,1227093
E01030692,1836561,3507842
E01030693,534961,544324
E01030694,422344,440391
E01030695,790743,854158
E01030696,415922,470703
E01030697,332897,441192
E01030698,394405,409136
E01030699,388976,451461
E01030700,368200,375371
E01030701,404632,408556
E01030702,354000,387077
E01030703,498424,488833
E01030704,363125,436448
E01030705,389243,433048
E01030706,372632,423533
E01030707,337065,342316
E01030708,400352,348400
E01030709,385563,386475
E01030710,304657,325000
E01030711,375450,348500
E01030712,382139,450413
E01030713,433173,451396
E01030714,402333,389998
E01030715,391955,443275
E01030716,427318,501283
E01030717,328167,405531
E01030718,486000,553031
E01030719,438269,477028
E01030720,420724,512528
E01030721,425625,456147
E01030722,434470,453396
E01030723,486167,492019
E01030724,409971,410925
E01030725,285945,301071
E01030726,482864,513223
E01030727,393778,464524
E01030728,538393,536894
E01030729,444441,513395
E01030730,600602,612986
E01030731,460469,463769
E01030732,514799,511678
E01030733,438765,427851
E01030734,433063,447895
E01030735,448406,492800
E01030736,382609,385819
E01030737,384587,417846
E01030738,380964,501250
E01030739,356873,444625
E01030740,367663,454813
E01030741,429163,436925
E01030742,408425,385153
E01030743,351108,399588
E01030744,249700,279681
E01030745,313545,299222
E01030746,327925,373294
E01030747,341045,388830
E01030748,397480,455462
E01030749,367684,397406
E01030750,315833,409700
E01030751,337047,405447
E01030752,259933,262233
E01030753,596423,676398
E01030754,610263,669015
E01030755,395942,452857
E01030756,626541,601109
E01030757,391108,395408
E01030758,389375,473677
E01030759,320912,343920
E01030760,387214,446050
E01030761,470993,566897
E01030762,469438,440864
E01030763,729412,989167
E01030764,861618,909081
E01030765,447095,664976
E01030766,290895,338426
E01030767,354974,360214
E01030768,410860,420833
E01030769,415000,448942
E01030770,411025,444297
E01030771,450538,587273
E01030772,363783,376973
E01030773,407384,414275
E01030774,378708,425696
E01030775,591900,650235
E01030776,447761,479840
E01030777,349375,395946
E01030778,523094,487189
E01030779,400382,539886
E01030780,634229,531040
E01030781,444917,439844
E01030782,402473,408663
E01030783,408063,420048
E01030784,419173,458677
E01030785,424615,482717
E01030786,296692,348242
E01030787,337962,354906
E01030788,328571,
E01030789,647121,652914
E01030790,406328,407870
E01030791,422735,457360
E01030792,659441,745105
E01030793,307824,284382
E01030794,349684,373621
E01030795,368135,352014
E01030796,595457,703471
E01030797,533893,527315
E01030798,757605,725667
E01030799,703167,701344
E01030800,435223,579320
E01030801,445625,410250
E01030802,505566,576643
E01030803,317558,345103
E01030804,593713,693125
E01030805,362556,540000
E01030806,621250,660000
E01030807,594326,690641
E01030808,424820,529261
E01030809,547882,593591
E01030810,836542,923360
E01030811,835958,736657
E01030812,436500,506639
E01030813,520222,555597
E01030814,624432,811769
E01030815,493043,570640
E01030816,527200,585500
E01030817,468206,469477
E01030818,357470,377156
E01030819,461500,502341
E01030820,607904,762065
E01030821,520541,659333
E01030822,645740,732550
E01030823,772522,693930
E01030824,333000,402357
E01030825,474156,425747
E01030826,422222,436023
E01030827,500917,636000
E01030828,686712,748350
E01030829,384433,552700
E01030830,403550,409748
E01030831,888136,1009299
E01030832,892976,1141157
E01030833,366083,475956
E01030834,692813,580042
E01030835,463586,498167
E01030836,564894,743745
E01030837,556291,462614
E01030838,479865,786430
E01030839,877809,883761
E01030840,422539,433031
E01030841,752395,960536
E01030842,406465,479638
E01030843,534130,627100
E01030844,429452,462163
E01030845,372385,374659
E01030846,498234,596733
E01030847,532686,551425
E01030848,353891,416961
E01030850,276148,299818
E01030851,347690,443568
E01030852,414655,563088
E01030853,405150,461726
E01030854,484035,513707
E01030855,821216,899458
E01030856,505764,545641
E01030857,371691,394875
E01030858,381011,406580
E01030859,346075,448917
E01030860,312367,342561
E01030861,1123199,1169854
E01032571,567413,617433
E01030862,414182,533864
E01030863,759174,1054178
E01030864,1102125,1368156
E01030865,603140,875522
E01030866,586773,670094
E01030867,730207,826585
E01030868,722850,582861
E01030869,1161713,836318
E01030870,621875,627694
E01030871,531927,417208
E01030872,506109,433660
E01030873,505868,693438
E01030874,682808,764607
E01030875,594267,567341
E01030876,593107,602334
E01030877,431500,678625
E01030878,596620,802442
E01030879,825206,976692
E01030880,721618,798269
E01030881,984212,879972
E01030882,840393,797364
E01030883,884191,1089831
E01030884,446098,460650
E01030885,480966,471836
E01030886,618608,673630
E01030887,648430,659846
E01030888,670593,658861
E01030889,425597,417475
E01030890,319442,434398
E01030891,532652,467235
E01030892,367905,378344
E01030893,457942,574855
E01030894,1202307,1446641
E01030895,420392,562190
E01030896,374750,428143
E01030897,568637,602702
E01030898,735297,781677
E01030899,459732,501285
E01030900,449980,558400
E01030901,252714,279625
E01030902,414105,434979
E01030903,390781,400178
E01030904,441977,411472
E01030905,349000,347900
E01030906,522656,577529
E01030907,861990,877061
E01030908,823958,1095143
E01030909,807500,1162794
E01030910,1023425,1153236
E01030911,515708,464751
E01030912,413625,382333
E01030913,421875,426579
E01030914,361205,487188
E01030915,420887,447841
E01030916,408509,426029
E01030917,527543,412529
E01030918,542432,594997
E01030919,737536,824522
E01030920,398334,397763
E01030921,311336,352507
E01030922,391714,447510
E01030923,704713,668943
E01030924,484750,579322
E01030925,616617,720416
E01030926,488471,601258
E01030927,340600,420042
E01030928,366750,435932
E01030929,606123,680735
E01030930,826181,1117655
E01030931,510886,614311
E01030932,535675,498659
E01030933,894706,899933
E01030934,420601,435143
E01030935,491441,777083
E01030937,478193,512059
E01030938,366432,492167
E01030939,437706,640687
E01030940,904560,1195889
E01030941,638161,680404
E01030942,794333,977105
E01030943,415559,462206
E01032626,473271,609991
E01030944,683902,942300
E01030945,446806,449500
E01030946,350853,407824
E01030947,478500,442026
E01030948,424452,448242
E01030949,378104,419438
E01030950,365811,370139
E01030951,262647,314893
E01030952,247727,
E01030953,355525,436315
E01030954,333736,430485
E01030955,427227,442125
E01030956,350893,394414
E01030957,314286,306056
E01030958,346139,339025
E01030959,306526,342000
E01030960,335625,297010
E01030961,486417,473286
E01030962,329773,346781
E01030963,1021818,837361
E01030964,520168,819550
E01030965,744250,972705
E01030966,668657,576500
E01030967,655964,669585
E01030968,597300,550045
E01030969,557551,755316
E01030970,393282,482567
E01030971,427328,434331
E01030972,489496,424576
E01030973,451544,455813
E01030974,353507,363162
E01030975,423619,415844
E01030976,388250,397341
E01030977,413789,506217
E01030978,534761,561804
E01030979,392717,474120
E01030980,314883,273375
E01030981,387231,383000
E01030982,327300,290041
E01030983,278308,295574
E01030984,392231,420333
E01030985,,
E01030986,659615,594333
E01030987,860966,721019
E01030988,434996,686025
E01030989,523817,532058
E01030990,1150159,1051571
E01030991,311714,385278
E01030992,526926,560154
E01030993,274189,293205
E01030994,354810,350479
E01030995,323130,332813
E01030996,856200,827212
E01030997,530043,647232
E01030998,872732,1041625
E01030999,1125756,1126600
E01031000,569222,487342
E01031001,560917,604674
E01031002,666595,904581
E01031003,897088,953626
E01031004,365208,421868
E01031005,217094,268144
E01031006,130837,191873
E01031007,364833,314714
E01031008,162315,222265
E01031009,141985,160482
E01031010,139842,154625
E01031011,226329,253860
E01031012,159095,174434
E01031013,228763,221826
E01031014,311300,261373
E01031015,139091,177000
E01031016,174783,192056
E01031017,275688,293866
E01031018,234846,175903
E01031019,233545,240154
E01031020,215040,211896
E01031021,324731,266545
E01031022,297897,300998
E01031023,341235,377053
E01031024,355813,471181
E01031025,203000,182271
E01031026,171528,155000
E01031027,359156,548333
E01031028,341474,403257
E01031029,177100,208811
E01031030,178930,242485
E01031031,230077,237791
E01031032,194642,352273
E01031033,202185,194692
E01031034,196717,198342
E01031035,231637,289730
E01031036,336190,390900
E01031037,255601,254196
E01031038,204161,238125
E01031039,212077,229714
E01031040,196426,194884
E01031041,188665,266433
E01031042,269897,299978
E01031043,139357,181891
E01031044,129593,126028
E01031045,169797,191367
E01031046,120357,139423
E01031047,122765,137114
E01031048,169603,162109
E01031049,176555,192535
E01031050,156101,180439
E01031051,180660,189308
E01031052,115970,135116
E01031053,135540,200033
E01031054,241558,169238
E01031055,216102,226885
E01031056,227083,254068
E01031057,125438,
E01031058,153297,163923
E01031059,165176,175796
E01031060,140643,163944
E01031061,184782,213877
E01031062,192050,205050
E01031063,148395,195611
E01031064,158382,192893
E01031065,157818,165100
E01031066,146595,155958
E01031067,213070,209500
E01031068,239381,248109
E01031069,235298,322026
E01031070,252471,251163
E01031073,201769,183424
E01031074,134876,117789
E01031075,154820,148692
E01031077,145794,145921
E01031078,190626,217588
E01031079,182850,194279
E01031080,161185,167688
E01031081,157903,177136
E01031082,223419,221850
E01031083,187716,245634
E01031084,173117,173021
E01031085,176750,175818
E01031086,146215,167635
E01031087,190482,219411
E01031088,199000,205534
E01031089,178297,213000
E01031090,122993,138950
E01031091,190658,201556
E01031092,130770,131712
E01031093,180091,205974
E01031094,132225,130497
E01031095,205038,159935
E01031096,175438,171444
E01031097,150998,183711
E01031098,186885,175041
E01031099,183683,204595
E01031100,269130,282748
E01031101,261615,280680
E01031102,199250,273761
E01031103,321443,332624
E01031104,242958,299795
E01031105,183551,206761
E01031106,209750,218526
E01031107,160091,158474
E01031108,203400,202438
E01031109,169911,209635
E01031110,307492,286140
E01031111,265818,354000
E01031112,187182,203329
E01031113,289124,293939
E01031114,195341,182794
E01031115,134963,144439
E01031116,166773,157829
E01031117,149900,146375
E01031118,144682,156786
E01031119,122600,132000
E01031120,227061,254138
E01031121,279219,305121
E01031122,241852,238693
E01031123,325286,290200
E01031124,281596,279508
E01032588,211791,222233
E01032890,171592,151374
E01031125,172241,194648
E01031127,176604,201994
E01031129,249109,313597
E01031130,172984,176310
E01031131,175458,165549
E01031132,221360,218209
E01031133,210697,230051
E01031134,387541,300396
E01031135,254200,268754
E01031136,230650,242643
E01031137,179688,185696
E01031138,236821,272613
E01031139,274241,277554
E01031140,188725,245496
E01031141,202036,245249
E01031142,218821,
E01031143,264856,291058
E01031144,331135,459669
E01031145,221889,285401
E01031146,299975,342357
E01031147,367468,380947
E01031148,401718,342998
E01031149,621857,419974
E01031150,312618,431474
E01031151,304898,407965
E01031152,209308,237636
E01031153,264921,219147
E01031154,264896,277356
E01031155,330342,353813
E01031156,223319,204391
E01031157,232037,238690
E01031158,262409,260143
E01031159,264471,377967
E01031160,354522,386583
E01031161,227399,233500
E01031162,297913,256176
E01031163,230500,178146
E01031164,255217,253163
E01031165,265547,307475
E01031166,475132,451573
E01031167,303833,285818
E01031168,175167,184242
E01031169,148012,152528
E01031170,155865,172833
E01031171,207563,198889
E01031172,163161,233289
E01031173,131753,197617
E01031174,164686,170975
E01031175,380958,370264
E01031176,281363,349919
E01031177,188948,203112
E01031178,249978,239813
E01031179,335489,286984
E01031180,286109,267192
E01031181,261293,311844
E01031182,358986,426598
E01032891,259350,257441
E01032892,316268,322860
E01032893,343069,350660
E01032894,296350,260107
E01032895,243866,237029
E01031183,241518,303418
E01031184,331100,353716
E01031185,193214,200929
E01031186,206684,190808
E01031187,494310,521050
E01031188,362233,623156
E01031189,333941,343059
E01031190,279506,325369
E01031191,392817,368880
E01031192,262348,306762
E01031193,400304,542789
E01031194,300900,492267
E01031195,554640,515285
E01031196,492399,535302
E01031197,639964,538159
E01031198,335675,325500
E01031199,379889,369841
E01031200,324005,351920
E01031201,378418,407314
E01031202,387484,317464
E01031203,381533,385391
E01031204,630400,635872
E01031205,400507,362962
E01031206,402661,368909
E01031207,317927,356895
E01031208,430067,450159
E01031209,520282,744182
E01031210,373042,425379
E01031211,422387,400743
E01031212,328179,362454
E01031213,435960,494295
E01031214,372435,348334
E01031215,239218,245098
E01031216,296034,319725
E01031217,523742,569090
E01031218,524813,869417
E01031219,324466,302543
E01031220,267077,286750
E01031221,268964,250746
E01031222,301545,313177
E01031223,295495,267308
E01031224,366961,433964
E01031225,425456,591832
E01031227,501135,599300
E01031228,443968,439500
E01031229,325574,300642
E01031230,326961,351724
E01031231,215267,290475
E01031232,361614,415799
E01031233,363453,360060
E01031234,314190,338681
E01031235,330239,425950
E01031236,255550,331440
E01031237,286554,358062
E01031238,246600,306167
E01031239,224097,261188
E01031240,235905,249786
E01031241,243795,264424
E01031242,294425,249033
E01031243,823518,771419
E01031244,627353,802833
E01031245,467998,563638
E01031246,455263,547988
E01031247,519855,492181
E01031248,640275,622724
E01031249,211407,238591
E01031250,276302,305464
E01031251,313676,349784
E01031252,372029,446833
E01031253,307062,293906
E01033250,257597,365296
E01033251,362118,458104
E01033252,499925,671390
E01031254,456479,427825
E01031255,480068,433278
E01031256,393183,612188
E01031257,253520,265412
E01031258,293282,276754
E01031259,366544,397074
E01031260,296748,330333
E01031261,271700,207650
E01031262,222295,258618
E01031263,247081,255036
E01031264,228688,208432
E01031265,212569,210767
E01031266,178324,198865
E01031267,381025,431925
E01031268,334098,421549
E01031269,367268,528527
E01031271,381716,487604
E01031272,474228,447473
E01031273,238433,223083
E01031274,282706,
E01031275,344507,356818
E01031276,248957,269310
E01031277,323598,356253
E01031278,417146,459772
E01031279,276409,312333
E01031280,436663,444073
E01031281,729912,521342
E01031282,720333,661239
E01031283,651684,484529
E01031284,599500,570528
E01031285,431798,523107
E01031286,388500,413146
E01031287,455970,489267
E01031288,652160,576357
E01031289,366780,368405
E01031290,358059,381168
E01031291,420100,484109
E01031292,299743,358389
E01031293,433464,394385
E01031294,406568,535086
E01031295,607955,669500
E01031296,309900,298639
E01031297,383813,408848
E01031298,305058,333668
E01031299,533790,640806
E01031300,449674,511959
E01031301,362945,491564
E01031302,265733,278541
E01031303,363508,339443
E01031304,348525,385780
E01031305,403730,560288
E01031306,342348,423717
E01031307,373696,424719
E01031308,422299,409263
E01031309,226972,273218
E01031310,284694,354128
E01031311,263057,281958
E01031312,215875,218278
E01031313,281995,298804
E01031314,270321,279352
E01031315,447105,395572
E01031316,212980,322759
E01031317,494177,479574
E01031318,448561,397424
E01031319,307677,304643
E01031320,349463,377400
E01031321,219288,274661
E01031322,231465,249776
E01031323,299173,289335
E01031324,238229,274230
E01031325,260805,318625
E01031327,288413,253979
E01031328,253613,258423
E01031329,297398,303792
E01031330,274068,288853
E01031331,267000,322253
E01031332,214286,198556
E01031333,232214,247389
E01031334,229327,227221
E01031335,444883,517813
E01031336,343740,390465
E01031337,335480,313801
E01033253,293844,250389
E01033254,290248,304000
E01033255,379262,410626
E01033256,233509,327462
E01031338,384305,384350
E01031339,370373,452167
E01031340,531545,537083
E01031341,228409,290636
E01031342,261370,300766
E01031343,305375,312789
E01031344,280667,306412
E01031345,311139,325150
E01031346,271869,276763
E01031347,288388,318601
E01031348,270828,329870
E01031349,389601,437839
E01031350,325944,331880
E01031351,348617,406182
E01031352,354851,368978
E01031353,407605,535000
E01031354,360993,344500
E01031355,280804,314479
E01031356,490713,547985
E01031357,360176,377821
E01031358,295942,295333
E01031359,321188,331189
E01031360,303921,278588
E01031361,305552,288854
E01031362,279417,293283
E01031363,325109,329211
E01031364,341751,351062
E01031365,317929,372231
E01031366,341675,411768
E01031367,511223,594698
E01031368,475306,508000
E01031369,306262,481220
E01031370,344496,380255
E01031371,285333,336295
E01031372,336040,347752
E01031373,305689,334500
E01031374,371333,407476
E01031375,357483,446688
E01031376,280736,389882
E01031377,250347,251977
E01031378,358508,290870
E01031379,269750,284500
E01031380,448761,594155
E01031381,299217,369159
E01031382,309545,339746
E01031383,565244,581745
E01031384,330514,413653
E01031385,259595,307976
E01031386,289208,427342
E01031387,347778,372203
E01031388,349052,400622
E01031389,406581,469401
E01031390,516070,452139
E01031391,449172,506334
E01031392,570629,503966
E01031393,423370,381230
E01031394,275063,241900
E01031395,295469,381171
E01031396,361283,403960
E01031397,384341,449783
E01031398,313776,316243
E01031399,327190,352292
E01031400,203608,260169
E01031401,328800,310101
E01031402,264192,272827
E01031403,249800,239382
E01031404,204136,189958
E01031405,224611,238289
E01031406,256221,257723
E01031407,337118,341125
E01031408,261409,269230
E01031409,269831,256420
E01031410,256805,251368
E01031411,851421,808971
E01031412,587603,838778
E01031413,385700,521534
E01031414,310888,316558
E01031415,272667,378176
E01031416,557533,597333
E01031417,281097,299748
E01031418,333847,354014
E01031419,317110,376263
E01031420,402115,435747
E01031421,309709,330999
E01031422,510031,611438
E01031423,335431,415895
E01031424,472434,543410
E01031425,493602,539074
E01031426,451278,561188
E01031427,202558,222855
E01031428,213653,221952
E01031429,185000,202389
E01031430,225794,222833
E01031431,194133,143225
E01031432,182089,205457
E01031433,284800,281050
E01031434,189216,191670
E01031435,211817,269379
E01031436,155426,160381
E01031437,179028,196471
E01031438,245417,363479
E01031439,383729,395381
E01031440,310425,378759
E01031441,215953,222733
E01031442,233327,238345
E01031443,233625,222861
E01031444,149722,273735
E01031445,348997,362458
E01031446,266975,271800
E01031447,302371,357345
E01031448,300227,343379
E01031449,307710,322571
E01031450,172300,232313
E01031451,232105,259395
E01031452,317400,326333
E01031453,198913,271915
E01031454,218727,234918
E01031455,235751,257168
E01031456,144818,152307
E01031457,308550,370359
E01031458,551444,552980
E01031459,265191,264533
E01031460,307675,347407
E01031461,310341,331050
E01031462,263969,276162
E01031463,346143,376370
E01031464,277609,278250
E01031465,573000,696361
E01031466,422428,469983
E01031467,282173,285991
E01031468,277886,280307
E01031469,244825,249764
E01031470,360267,369719
E01031471,306516,319281
E01031472,358052,373495
E01031473,286091,268792
E01031474,458045,421525
E01031475,527125,461178
E01031476,935155,799716
E01031477,500104,728271
E01031478,775860,995538
E01031479,930811,800418
E01031480,237379,257997
E01031481,348073,331664
E01031482,240058,328300
E01031483,276438,264792
E01031484,330013,361620
E01031485,633887,536025
E01031486,338933,422968
E01031487,646352,657509
E01031488,378841,360322
E01031489,390629,401000
E01031490,330581,350689
E01031491,365230,420260
E01031492,274643,356929
E01031493,490475,556090
E01031494,297406,273625
E01031495,323142,324500
E01031496,386967,421885
E01031497,495566,587459
E01031498,860625,811100
E01031499,361552,542380
E01031500,374540,508547
E01031501,345852,492147
E01031502,998688,908835
E01031503,711077,759811
E01031504,514533,488544
E01031505,397912,463120
E01031506,815035,747391
E01031507,460964,689253
E01031508,851270,877346
E01031509,393198,453505
E01031511,361472,355332
E01031512,288567,348824
E01031513,427468,433876
E01031514,677702,623120
E01031515,292192,430582
E01031516,558858,849180
E01031517,636710,656037
E01031518,745242,712843
E01031519,824773,714412
E01031520,787000,988086
E01031521,920000,1113574
E01031522,280452,336928
E01031523,283154,304630
E01031524,363078,317724
E01031525,270190,286369
E01031526,380247,404132
E01031527,327163,397997
E01031528,324167,382093
E01031529,600278,661448
E01031530,285467,313600
E01031531,324147,408478
E01031532,641875,349063
E01031533,354911,310794
E01031534,455509,481789
E01031535,420913,405915
E01031536,628046,528813
E01031538,323529,381405
E01031539,285395,253914
E01031540,875079,815300
E01031541,516732,705562
E01031542,827524,939040
E01031543,439523,517866
E01031544,606250,736406
E01031545,498431,667143
E01032717,435696,425909
E01031546,235222,282071
E01031547,267611,275150
E01031548,222357,241143
E01031549,231508,279750
E01031550,232778,267056
E01031551,255577,
E01031552,,261068
E01031553,264722,
E01031554,225964,247543
E01031555,245857,273797
E01031556,276667,294600
E01031557,240426,242824
E01031558,,
E01031559,214100,217333
E01031560,324808,365800
E01031561,352429,363883
E01031562,269577,293833
E01031563,399639,380682
E01031564,307036,304750
E01031565,270011,295821
E01031566,300250,390063
E01031567,298318,386850
E01031568,254065,268993
E01031569,278861,280455
E01031570,332139,333389
E01031571,283750,292145
E01031572,273300,246000
E01031573,281142,261458
E01031574,329348,350875
E01031575,217786,328340
E01031576,288136,288111
E01031577,251700,278950
E01031578,359031,356028
E01031579,298409,347439
E01031580,377859,414892
E01031581,419815,448947
E01031582,306141,325828
E01031583,256313,304433
E01031584,319077,355438
E01031585,241428,292078
E01031586,279107,285196
E01031587,342684,407785
E01031588,397800,460300
E01031589,322078,368946
E01031590,347700,365817
E01031591,351571,283853
E01031592,422141,533126
E01031593,341778,375600
E01031594,343845,377077
E01031595,297613,295077
E01031596,257719,248300
E01031597,347219,394792
E01031598,262465,287300
E01031599,297615,299648
E01031600,306725,299083
E01031601,330458,353850
E01031603,313333,345324
E01031604,286684,282233
E01031605,287325,293550
E01031606,317882,313964
E01031607,347792,318941
E01031608,232713,310786
E01031609,293950,335706
E01031610,256071,332267
E01032835,221646,214518
E01032836,389233,370460
E01031611,405399,603929
E01031612,382661,402956
E01031613,427990,425534
E01031614,360946,379093
E01031615,364766,386044
E01031616,334022,356667
E01031617,462190,428190
E01031618,804300,708956
E01031619,330418,416399
E01031620,464617,396375
E01031621,755391,836837
E01031622,454229,518386
E01031623,565771,635541
E01031624,493959,549191
E01031625,547261,514588
E01031626,637054,574529
E01031627,410669,576007
E01031628,418669,608282
E01031629,615130,748075
E01031630,430852,385926
E01031631,418292,430210
E01031632,650444,580476
E01031633,445750,523125
E01031634,509206,522397
E01031635,359321,283833
E01031636,292517,352993
E01031637,425558,471821
E01031638,332503,348447
E01031639,446021,510713
E01031640,595594,646594
E01031641,452691,583321
E01031642,455151,511389
E01031643,400559,386317
E01031644,396998,426779
E01031645,480412,486422
E01031646,488477,456225
E01031647,315950,375469
E01031648,318214,410450
E01031649,345778,321217
E01031650,462531,519646
E01031651,382067,428569
E01031652,328587,377970
E01031653,382051,434999
E01031654,486294,436479
E01031655,376631,330667
E01031656,314649,398986
E01031657,629682,657212
E01031658,488502,586735
E01031659,459978,529117
E01031660,780215,716250
E01031661,596907,645167
E01031662,313093,404139
E01031663,358940,357278
E01031664,547258,762541
E01031665,377229,575198
E01031666,393613,414500
E01031667,339222,375741
E01031668,353852,391894
E01031669,348120,387788
E01031670,324200,312561
E01031671,377205,465720
E01031672,307247,272552
E01031673,427472,446828
E01031674,750104,800294
E01031675,552375,670147
E01031676,431979,514730
E01031677,394655,519126
E01031678,438450,468350
E01031679,753125,638955
E01031680,525321,558132
E01031681,376938,489198
E01031682,335225,355932
E01031683,389671,353917
E01031684,488764,476469
E01031685,439414,456676
E01031686,496823,461407
E01031687,433425,532313
E01031688,347416,389880
E01031689,390375,386068
E01031690,526457,611192
E01031691,424591,464425
E01031692,435905,452925
E01031693,589460,633478
E01031694,444333,588017
E01031695,431761,493333
E01031696,415235,459500
E01031697,1019356,898792
E01031698,646071,627969
E01031699,347456,335174
E01031700,417250,401903
